open,close,low,high,avgGas,timestamp
62.61,52.75,37.89,88.54,88057.53695166664,2022-05-05T20:00:44.210Z
60.88,523.82,52.96,651.0,65758.54196333332,2022-05-05T21:00:47.646Z
43.93,51.2,27.33,68.96,90246.00937333332,2022-05-05T22:00:51.388Z
44.09,33.37,26.82,57.21,96456.5929,2022-05-05T23:01:00.576Z
31.43,30.96,28.28,54.0,95676.02875666668,2022-05-06T00:00:07.085Z
32.23,36.73,25.0,53.59,95359.04678,2022-05-06T01:00:09.597Z
46.19,32.37,25.0,58.35,91892.73628666668,2022-05-06T02:00:11.990Z
45.0,34.11,28.87,164.81,83535.68755166666,2022-05-06T03:00:14.262Z
32.0,37.6,27.37,59.22,210970.15000333337,2022-05-06T04:00:16.488Z
38.16,27.0,23.56,47.21,100034.29918166668,2022-05-06T05:00:18.954Z
32.12,34.77,24.0,53.95,139646.99076833331,2022-05-06T06:00:21.211Z
36.18,31.16,23.2,53.95,86038.69599166667,2022-05-06T07:00:23.467Z
31.63,41.05,22.89,70.3,85578.22131666663,2022-05-06T08:00:25.650Z
51.78,34.99,22.57,54.49,87042.73131,2022-05-06T09:00:27.791Z
30.76,43.88,22.53,121.87,84788.65373166667,2022-05-06T10:00:31.005Z
43.08,41.13,26.53,67.51,87612.89663166665,2022-05-06T11:00:34.715Z
38.38,43.86,27.08,62.34,87885.34947666666,2022-05-06T12:00:37.439Z
51.78,40.5,28.22,98.82,85491.38370833335,2022-05-06T13:00:40.608Z
47.4,1900.0,36.0,2500.0,77560.33452833333,2022-05-06T14:00:43.243Z
59.91,44.59,35.93,79.66,89414.25762500003,2022-05-06T15:00:46.010Z
67.12,38.38,34.65,81.27,112075.60242000004,2022-05-06T16:00:49.165Z
38.73,51.42,28.37,72.05,94364.68256833334,2022-05-06T17:00:52.472Z
37.26,35.36,26.2,64.88,99288.551655,2022-05-06T18:00:55.102Z
42.43,53.38,26.0,73.74,90522.46562033896,2022-05-06T19:00:58.445Z
37.12,42.31,22.12,55.73,90356.18870166666,2022-05-06T20:00:00.944Z
25.62,42.21,22.45,47.01,96963.31314666664,2022-05-06T21:00:03.539Z
32.54,27.15,20.1,41.09,104899.11641333328,2022-05-06T22:00:06.075Z
22.15,31.63,21.58,45.64,97948.850465,2022-05-06T23:00:08.463Z
25.9,22.71,20.1,41.82,99314.16243333336,2022-05-07T00:00:10.447Z
25.72,21.36,19.81,41.16,96657.45492833336,2022-05-07T01:00:12.524Z
25.17,35.3,20.99,42.41,88654.72329499997,2022-05-07T02:00:14.577Z
30.74,24.78,22.0,46.49,90796.71265499997,2022-05-07T03:00:17.445Z
